HR,Name,Const,RAh,RAmin,RAs,DEd,DEm,DEs,V,BminusV,RA,Hemisphere,DEC
1633,,,5,4,21.6,21,16,41,6.19,1.32,5.072666667,1,21.27805556
1634,1,Lep,5,2,44.9,-22,47,42,5.75,1.2,5.045805556,-1,-22.795
1635,,,5,2,22.8,-31,46,17,5.94,1.17,5.039666667,-1,-31.77138889
1636,,,5,9,36.7,69,38,22,6.41,1.11,5.160194444,1,69.63944444
1637,9,Aur,5,6,40.6,51,35,52,5,0.33,5.111277778,1,51.59777778
1638,11,Ori,5,4,34.1,15,24,15,4.68,-0.06,5.076138889,1,15.40416667
1639,,,5,6,0.9,35,56,11,6.52,0.16,5.10025,1,35.93638889
1640,,,5,3,52,-14,22,10,6.41,-0.18,5.064444444,-1,-14.36944444
1641,10Eta,Aur,5,6,30.9,41,14,4,3.17,-0.18,5.108583333,1,41.23444444
1642,,,5,5,32.1,19,48,23,6.44,0.21,5.09225,1,19.80638889
1643,,,5,12,22.4,73,56,48,5.43,-0.12,5.206222222,1,73.94666667
1644,,,5,6,49.6,43,10,29,6.2,0.43,5.113777778,1,43.17472222
1645,,,5,3,53.3,-24,23,16,5.61,0.1,5.064805556,-1,-24.38777778
1646,,,5,4,54.5,-3,2,23,6.05,-0.11,5.081805556,-1,-3.039722222
1647,,,5,9,44.5,64,55,10,6.41,0.4,5.162361111,1,64.91944444
1648,,,5,5,23.7,1,10,39,6.17,3.45,5.089916667,1,1.1775
1649,Eta1,Pic,5,2,48.6,-49,9,5,5.38,0.42,5.046833333,-1,-49.15138889
1650,,,5,14,35.6,76,28,22,6.37,-0.02,5.243222222,1,76.47277778
1651,,,5,3,54,-41,44,42,6.31,0.53,5.065,-1,-41.745
1652,Gam1,Cae,5,4,24.4,-35,29,0,4.55,1.2,5.073444444,-1,-35.48333333
1653,Gam2,Cae,5,4,26.1,-35,42,19,6.34,0.3,5.073916667,-1,-35.70527778
1654,2Eps,Lep,5,5,27.7,-22,22,16,3.19,1.46,5.091027778,-1,-22.37111111
1655,,,5,5,16.2,-26,9,9,5.73,1.17,5.087833333,-1,-26.1525
16561,4,Tau,5,7,27,18,38,42,5,0.65,5.124166667,1,18.645
1657,66,Eri,5,6,45.7,-4,39,18,5.12,-0.06,5.112694444,-1,-4.655
16581,6,Tau,5,7,48.4,20,25,6,5.3,0.09,5.130111111,1,20.41833333
16591,3,Tau,5,8,6.6,24,15,55,5.5,0.06,5.135166667,1,24.26527778
16601,5,Tau,5,7,55.5,21,42,17,5.89,0.19,5.132083333,1,21.70472222
1661,,,5,6,36.7,-13,7,19,6.05,-0.06,5.110194444,-1,-13.12194444
1662,13,Ori,5,7,38.3,9,28,19,6.17,0.62,5.127305556,1,9.471944444
1663,Eta2,Pic,5,4,58,-49,34,40,5.03,1.49,5.082777778,-1,-49.57777778
1664,14,Ori,5,7,52.9,8,29,54,5.34,0.33,5.131361111,1,8.498333333
1665,,,5,7,25,-12,29,26,5.97,0.6,5.123611111,-1,-12.49055556
1666,67Bet,Eri,5,7,51,-5,5,11,2.79,0.13,5.130833333,-1,-5.086388889
1667,,,5,5,0.6,-54,24,27,6.27,1.54,5.0835,-1,-54.4075
1668,,,5,10,42.9,46,57,44,5.68,0.42,5.178583333,1,46.96222222
1669,,,5,10,18.9,37,18,7,6.02,0.72,5.171916667,1,37.30194444
1670,,,5,9,45.1,28,1,50,6.01,0.27,5.162527778,1,28.03055556
1671,,,5,8,20.2,-8,39,54,5.78,-0.06,5.138944444,-1,-8.665
1672,16,Ori,5,9,19.6,9,49,46,5.43,0.24,5.155444444,1,9.829444444
1673,68,Eri,5,8,43.6,-4,27,22,5.12,0.44,5.145444444,-1,-4.456111111
1674,Zet,Dor,5,5,30.6,-57,28,22,4.72,0.52,5.091833333,-1,-57.47277778
1675,,,5,13,3.2,61,51,0,6.17,0.02,5.217555556,1,61.85
1676,15,Ori,5,9,42,15,35,50,4.82,0.32,5.161666667,1,15.59722222
1677,Bet,Men,5,2,43,-71,18,52,5.31,1,5.045277778,-1,-71.31444444
1678,14,Cam,5,13,31.3,62,41,29,6.5,0.21,5.225361111,1,62.69138889
1679,69Lam,Eri,5,9,8.8,-8,45,15,4.27,-0.19,5.152444444,-1,-8.754166667
1680,,,5,8,14.8,-35,43,6,6.52,1.08,5.137444444,-1,-35.71833333
1681,,,5,10,3.2,0,33,55,6.1,1.1,5.167555556,1,0.5652777778
1682,,,5,0,13.2,-78,18,1,6.29,1.51,5.003666667,-1,-78.30027778
1683,,,5,18,13.3,73,16,5,5.74,,5.303694444,1,73.26805556
1684,,,5,11,41.6,16,2,44,5.18,1.49,5.194888889,1,16.04555556
1685,,,5,10,58,-2,15,14,6.25,0.98,5.182777778,-1,-2.253888889
1686,,,5,22,33.5,79,13,52,5.05,0.47,5.375972222,1,79.23111111
1687,,,5,11,19.2,-2,29,27,5.9,0.46,5.188666667,-1,-2.490833333
1688,,,5,15,11.3,59,24,20,6.15,1.18,5.253138889,1,59.40555556
1689,11Mu,Aur,5,13,25.7,38,29,4,4.86,0.18,5.223805556,1,38.48444444
1690,,,5,11,41.4,0,30,53,6.67,-0.07,5.194833333,1,0.5147222222
1691,,,5,11,45.3,1,2,13,5.89,0.66,5.195916667,1,1.036944444
1692,,,5,14,44.3,53,12,50,6.2,0.07,5.245638889,1,53.21388889
1693,,,5,11,22.8,-11,50,57,5.68,1.46,5.189666667,-1,-11.84916667
1694,,,5,10,44.5,-25,54,34,6.41,1.25,5.179027778,-1,-25.90944444
1695,,,5,7,34,-63,23,59,5.2,1.65,5.126111111,-1,-63.39972222
1696,3Iot,Lep,5,12,17.9,-11,52,9,4.45,-0.1,5.204972222,-1,-11.86916667
1697,,,5,12,48.2,-6,3,26,5.91,0.96,5.213388889,-1,-6.057222222
1698,17Rho,Ori,5,13,17.5,2,51,40,4.46,1.19,5.221527778,1,2.861111111
1699,,,5,11,35.9,-37,23,43,6.57,1.62,5.193305556,-1,-37.39527778
1700,,,5,6,9.3,-73,2,16,6.27,-0.01,5.102583333,-1,-73.03777778
1701,,,5,13,31.6,1,58,5,6.09,0.42,5.225444444,1,1.968055556
1702,5Mu,Lep,5,12,55.9,-16,12,20,3.31,-0.11,5.215527778,-1,-16.20555556
1703,,,5,13,47.2,0,33,37,6.32,1.46,5.229777778,1,0.5602777778
1704,,,5,13,33.3,-8,8,52,6.37,-0.13,5.225916667,-1,-8.147777778
1705,4Kap,Lep,5,13,13.9,-12,56,29,4.36,-0.1,5.220527778,-1,-12.94138889
1706,14,Aur,5,15,24.4,32,41,16,5.02,0.23,5.256777778,1,32.68777778
1707,,,5,17,17.8,53,35,10,6.5,1.66,5.288277778,1,53.58611111
1708,13Alp,Aur,5,16,41.4,45,59,53,0.08,0.8,5.278166667,1,45.99805556
1709,,,5,14,44.1,5,9,22,5.5,1.37,5.245583333,1,5.156111111
1710,,,5,13,59.9,-14,36,24,6.21,0.37,5.233305556,-1,-14.60666667
17111,8,Tau,5,15,27.7,22,17,5,6.27,0.08,5.257694444,1,22.28472222
1712,,,5,16,18.2,34,18,43,5.96,0.22,5.271722222,1,34.31194444
1713,19Bet,Ori,5,14,32.3,-8,12,6,0.12,-0.03,5.242305556,-1,-8.201666667
1714,,,5,43,48.7,85,40,5,6.6,,5.730194444,1,85.66805556
1715,,,5,13,46.5,-35,49,32,6.98,1.47,5.229583333,-1,-35.82555556
1716,Xi,Men,4,58,50.9,-82,28,14,5.85,0.93,4.980805556,-1,-82.47055556
1717,,,5,15,18.4,-1,24,33,6.15,0.39,5.255111111,-1,-1.409166667
1718,18,Ori,5,16,4.1,11,20,29,5.56,-0.04,5.267805556,1,11.34138889
1719,15,Cam,5,19,27.8,58,7,2,6.13,-0.03,5.324388889,1,58.11722222
1720,,,5,20,22.6,62,39,13,5.61,1.75,5.339611111,1,62.65361111
1721,,,5,14,28.8,-35,58,38,5.76,1.01,5.241333333,-1,-35.97722222
1722,,,5,18,15.9,42,47,32,5.48,1.65,5.304416667,1,42.79222222
1723,,,5,15,24.3,-26,56,36,5.07,-0.1,5.25675,-1,-26.94333333
1724,,,5,16,41.1,1,56,50,6.42,-0.02,5.278083333,1,1.947222222
1725,,,5,18,40.4,40,27,54,6.18,1.37,5.311222222,1,40.465
1726,16,Aur,5,18,10.7,33,22,18,4.54,1.27,5.302972222,1,33.37166667
1727,,,5,13,53.3,-52,1,52,6.05,1.39,5.231472222,-1,-52.03111111
1728,17,Aur,5,18,18.9,33,46,2,6.14,-0.06,5.30525,1,33.76722222
1729,15Lam,Aur,5,19,8.5,40,5,57,4.71,0.63,5.319027778,1,40.09916667
1730,,,5,15,47,-34,55,36,6.66,0.15,5.263055556,-1,-34.92666667
1731,,,5,16,48.1,-17,8,30,6.56,-0.16,5.280027778,-1,-17.14166667
1732,,,5,19,0,33,44,54,5.41,-0.19,5.316666667,1,33.74833333
1733,,,5,20,2.3,44,25,32,6.62,,5.333972222,1,44.42555556
1734,18,Aur,5,19,23.6,33,59,8,6.49,0.24,5.323222222,1,33.98555556
1735,20Tau,Ori,5,17,36.4,-6,50,40,3.6,-0.11,5.293444444,-1,-6.844444444
1736,,,5,20,39.3,46,57,50,6.54,0.6,5.34425,1,46.96388889
1737,,,5,17,40.2,-13,31,11,5.5,0.93,5.2945,-1,-13.51972222
1738,,,5,20,14.8,41,5,10,5.52,0.11,5.337444444,1,41.08611111
17391,9,Tau,5,19,16.6,22,5,47,4.94,0.93,5.321277778,1,22.09638889
1740,19,Aur,5,20,0.9,33,57,29,5.03,0.27,5.333583333,1,33.95805556
1741,,,5,19,14.7,20,8,5,6.08,1.01,5.32075,1,20.13472222
1742,,,5,15,38.9,-52,10,55,6.49,1.21,5.260805556,-1,-52.18194444
1743,Omi,Col,5,17,29.1,-34,53,43,4.83,1,5.291416667,-1,-34.89527778
1744,The,Dor,5,13,45.4,-67,11,7,4.83,1.28,5.229277778,-1,-67.18527778
1745,,,5,29,25.7,77,58,39,6.56,0.14,5.490472222,1,77.9775
1746,21,Ori,5,19,11.2,2,35,45,5.34,0.41,5.319777778,1,2.595833333
1747,,,5,18,50.4,-18,7,48,5.96,0.58,5.314,-1,-18.13
1748,,,5,19,35.2,-1,24,44,6.34,-0.11,5.326444444,-1,-1.412222222
1749,20Rho,Aur,5,21,48.4,41,48,16,5.23,-0.15,5.363444444,1,41.80444444
1750,,,5,20,59.3,27,57,26,6.33,0.04,5.349805556,1,27.95722222
1751,16,Cam,5,23,27.8,57,32,40,5.28,-0.03,5.391055556,1,57.54444444
1752,,,5,21,12.7,29,34,12,5.76,0.06,5.353527778,1,29.57
1753,,,5,19,17.5,-18,31,12,6.36,-0.16,5.321527778,-1,-18.52
1754,,,5,19,18.3,-18,30,35,6.54,-0.11,5.32175,-1,-18.50972222
1755,,,5,20,56.6,19,48,51,6.18,1.23,5.349055556,1,19.81416667
1756,6Lam,Lep,5,19,34.5,-13,10,36,4.29,-0.26,5.32625,-1,-13.17666667
1757,7Nu,Lep,5,19,59.1,-12,18,56,5.3,-0.12,5.333083333,-1,-12.31555556
1758,,,5,19,23.7,-27,22,8,5.99,-0.04,5.32325,-1,-27.36888889
1759,,,5,20,26.4,-5,22,0,6.39,-0.03,5.340666667,-1,-5.366666667
1760,,,5,22,50.3,41,1,46,5.54,0.12,5.380638889,1,41.02944444
1761,,,5,21,19.3,4,0,43,6.57,-0.09,5.355361111,1,4.011944444
1762,,,5,20,26.9,-21,14,22,4.71,-0.05,5.340805556,-1,-21.23944444
1763,,,5,21,43.6,8,25,43,5.8,-0.13,5.362111111,1,8.428611111
1764,,,5,21,31.8,0,24,59,5.68,-0.12,5.358833333,1,0.4163888889
1765,22,Ori,5,21,45.7,0,22,57,4.73,-0.17,5.362694444,1,0.3825
1766,,,5,20,20.6,-34,41,56,6.34,0.33,5.339055556,-1,-34.69888889
1767,Zet,Pic,5,19,22.1,-50,36,22,5.45,0.51,5.322805556,-1,-50.60611111
1768,22,Aur,5,23,22.9,28,56,12,6.46,-0.04,5.389694444,1,28.93666667
1769,,,5,21,51,-13,45,22,6.56,-0.09,5.364166667,-1,-13.75611111
1770,23,Ori,5,22,50,3,32,40,5,-0.15,5.380555556,1,3.544444444
1771,,,5,21,46.2,-24,46,23,5.06,0.67,5.362833333,-1,-24.77305556
1772,,,5,21,16.9,-34,20,43,6.09,-0.19,5.354694444,-1,-34.34527778
1773,21Sig,Aur,5,24,39.2,37,23,8,4.99,1.42,5.410888889,1,37.38555556
17741,10,Tau,5,23,37.7,16,41,58,6.08,0.14,5.393805556,1,16.69944444
1775,,,5,24,38.3,31,13,26,6.28,1.24,5.410638889,1,31.22388889
1776,,,5,24,38.5,31,8,35,5.94,0.04,5.410694444,1,31.14305556
1777,,,5,23,31.1,5,19,21,6.35,0.12,5.391972222,1,5.3225
1778,,,5,23,18.5,-8,24,57,5.9,-0.03,5.388472222,-1,-8.415833333
1779,,,5,25,13,34,51,19,6.55,1.11,5.420277778,1,34.85527778
17801,11,Tau,5,24,25.4,17,23,0,4.99,0.53,5.407055556,1,17.38333333
1781,,,5,23,42.3,0,9,35,5.7,-0.21,5.395083333,1,0.1597222222
1782,,,5,23,51.4,0,52,2,6.11,0.5,5.397611111,1,0.8672222222
1783,8,Lep,5,23,30.2,-13,55,38,5.25,-0.21,5.391722222,-1,-13.92722222
1784,29,Ori,5,23,56.8,-7,48,29,4.14,0.96,5.399111111,-1,-7.808055556
1785,,,5,23,12,-26,42,21,6.49,0.5,5.386666667,-1,-26.70583333
1786,,,5,24,36.2,2,21,10,6.32,-0.15,5.410055556,1,2.352777778
1787,27,Ori,5,24,28.9,0,53,29,5.08,0.96,5.408027778,1,0.8913888889
1788,28Eta,Ori,5,24,28.6,-2,23,49,3.36,-0.17,5.407944444,-1,-2.396944444
1789,25Psi1,Ori,5,24,44.8,1,50,47,4.95,-0.2,5.412444444,1,1.846388889
1790,24Gam,Ori,5,25,7.9,6,20,59,1.64,-0.22,5.418861111,1,6.349722222
17911,12Bet,Tau,5,26,17.5,28,36,27,1.65,-0.13,5.438194444,1,28.6075
1792,,,5,24,28.4,-16,58,34,5.65,0,5.407888889,-1,-16.97611111
1793,,,5,23,24,-39,40,43,5.71,1.62,5.39,-1,-39.67861111
1794,,,5,26,54.3,35,27,26,6.15,1.45,5.448416667,1,35.45722222
1795,,,5,26,48.9,34,23,30,5.94,0.14,5.446916667,1,34.39166667
1796,,,5,26,51.3,33,15,46,6.15,1.15,5.447583333,1,33.26277778
1797,,,5,23,39,-37,20,12,6.82,1.04,5.394166667,-1,-37.33666667
17981,13,Tau,5,26,5.7,16,42,1,6.25,-0.08,5.434916667,1,16.70027778
1799,,,5,25,1.6,-10,19,45,5.61,1.56,5.417111111,-1,-10.32916667
1800,,,5,25,31.2,0,32,39,6.57,-0.05,5.425333333,1,0.5441666667
1801,Kap,Pic,5,22,22.1,-56,8,4,6.11,-0.1,5.372805556,-1,-56.13444444
1802,17,Cam,5,30,10.2,63,4,2,5.42,1.71,5.502833333,1,63.06722222
1803,,,5,25,47,0,31,15,6.16,-0.18,5.429722222,1,0.5208333333
1804,,,5,27,8.3,30,12,31,5.74,0.16,5.452305556,1,30.20861111
1805,24Phi,Aur,5,27,38.9,34,28,33,5.07,1.4,5.460805556,1,34.47583333
1806,,,5,26,2.4,-5,31,6,6.23,-0.06,5.434,-1,-5.518333333
1807,,,5,26,38.8,6,52,9,6.42,-0.02,5.444111111,1,6.869166667
18081,15,Tau,5,27,10.1,17,57,44,5.42,-0.1,5.452805556,1,17.96222222
1809,,,5,27,13.8,15,15,28,6.16,0.08,5.453833333,1,15.25777778
18101,14,Tau,5,27,38.1,21,56,13,4.88,-0.15,5.460583333,1,21.93694444
1811,30Psi2,Ori,5,26,50.2,3,5,44,4.59,-0.21,5.447277778,1,3.095555556
1812,,,5,25,59.8,-19,41,44,5.89,0.4,5.433277778,-1,-19.69555556
1813,,,5,24,55.6,-44,13,33,6.08,1.2,5.415444444,-1,-44.22583333
18141,16,Tau,5,27,45.6,15,52,27,5.5,0.01,5.462666667,1,15.87416667
1815,,,5,12,25.7,-81,32,30,6.51,1.11,5.207138889,-1,-81.54166667
18161,17,Tau,5,28,1.6,17,14,20,5.77,1.63,5.467111111,1,17.23888889
1817,,,5,27,4.8,-11,54,3,6.35,0.51,5.451333333,-1,-11.90083333
1818,The,Pic,5,24,46.2,-52,18,59,6.27,0.07,5.412833333,-1,-52.31638889
1819,,,5,28,34.8,13,40,44,6.35,0.15,5.476333333,1,13.67888889
1820,,,5,28,1.6,1,17,54,6.41,-0.18,5.467111111,1,1.298333333
18211,18,Tau,5,29,16.5,25,9,2,5.47,-0.04,5.487916667,1,25.15055556
1822,,,5,29,40.6,29,11,11,6.24,0.45,5.494611111,1,29.18638889
1823,,,5,27,36.5,-21,22,32,6.07,1.04,5.460138889,-1,-21.37555556
1824,,,5,30,48.6,41,27,43,6,1.11,5.5135,1,41.46194444
1825,,,5,30,45.1,39,49,33,6.37,0.97,5.512527778,1,39.82583333
1826,,,5,28,56.7,-3,18,27,6.39,-0.01,5.482416667,-1,-3.3075
1827,,,5,27,5.3,-40,56,37,5.87,0.23,5.451472222,-1,-40.94361111
1828,18,Cam,5,32,33.8,57,13,16,6.48,0.57,5.542722222,1,57.22111111
1829,9Bet,Lep,5,28,14.7,-20,45,34,2.84,0.82,5.47075,-1,-20.75944444
1830,,,5,29,23.6,-3,26,47,5.79,1.15,5.489888889,-1,-3.446388889
1831,,,5,30,43.4,22,27,45,6.29,1.18,5.512055556,1,22.4625
1832,,,5,30,26.1,15,21,37,5.94,0.14,5.50725,1,15.36027778
1833,,,5,29,54.8,1,47,21,5.78,-0.2,5.498555556,1,1.789166667
1834,31,Ori,5,29,44,-1,5,32,4.71,1.57,5.495555556,-1,-1.092222222
1835,,,5,28,15.3,-37,13,50,5.57,0.02,5.470916667,-1,-37.23055556
1836,Lam,Dor,5,26,19.3,-58,54,45,5.14,1,5.438694444,-1,-58.9125
1837,,,5,30,19.8,4,12,15,6.21,1.27,5.5055,1,4.204166667
1838,,,5,29,6.7,-30,7,0,6.75,1.06,5.485194444,-1,-30.11666667
1839,32,Ori,5,30,47.1,5,56,53,4.2,-0.14,5.513083333,1,5.948055556
1840,,,5,30,20.7,-7,26,5,6.33,-0.19,5.50575,-1,-7.434722222
#1841,NOVA1,891,,,,,,,,,0,1,0
1842,33,Ori,5,31,14.5,3,17,32,5.46,-0.18,5.520694444,1,3.292222222
1843,25Chi,Aur,5,32,43.7,32,11,31,4.76,0.34,5.545472222,1,32.19194444
1844,,,5,39,43.7,75,2,38,6.17,1.57,5.662138889,1,75.04388889
18451,19,Tau,5,32,12.8,18,35,40,4.38,2.07,5.536888889,1,18.59444444
1846,,,5,33,28.7,42,6,32,6.55,-0.02,5.557972222,1,42.10888889
1847,,,5,32,14.2,17,3,29,5.46,-0.04,5.537277778,1,17.05805556
1848,,,5,31,20.9,-6,42,30,6.22,-0.17,5.522472222,-1,-6.708333333
1849,10,Lep,5,31,7.6,-20,51,49,5.55,0,5.518777778,-1,-20.86361111
1850,,,5,33,27.5,32,48,4,6.48,0.09,5.557638889,1,32.80111111
1851,34Del,Ori,5,32,0.5,0,17,4,6.85,-0.16,5.533472222,1,-0.2844444444
1852,34Del,Ori,5,32,0.4,0,17,57,2.23,-0.22,5.533444444,1,0.2991666667
1853,,,5,37,16.2,66,41,46,6.26,,5.621166667,1,66.69611111
1854,,,5,33,38,34,43,33,6.27,0.15,5.560555556,1,34.72583333
1855,36Ups,Ori,5,31,55.8,-7,18,5,4.62,-0.26,5.532166667,-1,-7.301388889
1856,,,5,30,9.5,-47,4,40,5.46,0.62,5.502638889,-1,-47.07777778
1857,19,Cam,5,37,15.1,64,9,17,6.15,0.01,5.620861111,1,64.15472222
18581,20,Tau,5,33,31.6,18,32,25,5.69,0.01,5.558777778,1,18.54027778
1859,,,5,27,0,-68,37,22,6.03,0.34,5.45,-1,-68.62277778
1860,,,5,33,38.8,20,28,27,6.18,-0.07,5.560777778,1,20.47416667
1861,,,5,32,41.3,-1,35,31,5.35,-0.19,5.544805556,-1,-1.591944444
1862,Eps,Col,5,31,12.7,-35,28,14,3.87,1.14,5.520194444,-1,-35.47055556
1863,,,5,33,7.2,-1,43,6,6.46,-0.09,5.552,-1,-1.718333333
1864,35,Ori,5,33,54.3,14,18,20,5.64,-0.14,5.565083333,1,14.30555556
1865,11Alp,Lep,5,32,43.8,-17,49,20,2.58,0.21,5.5455,-1,-17.82222222
1866,,,5,36,35.2,54,25,44,5.73,1.63,5.609777778,1,54.42888889
1867,,,5,29,17.4,-62,18,52,6.59,1.53,5.488166667,-1,-62.31444444
1868,,,5,33,31.4,-1,9,22,5.34,-0.18,5.558722222,-1,-1.156111111
1869,,,5,36,15.9,47,42,55,6.11,0.26,5.604416667,1,47.71527778
1870,,,5,31,36.1,-45,55,31,5.86,1.35,5.526694444,-1,-45.92527778
1871,,,5,33,57.6,1,24,28,6.59,-0.17,5.566,1,1.407777778
1872,38,Ori,5,34,16.7,3,46,1,5.36,0.05,5.571305556,1,3.766944444
1873,,,5,34,3.9,-1,2,8,6.22,-0.17,5.56775,-1,-1.035555556
1874,,,5,34,4,-1,28,14,5.93,1.55,5.567777778,-1,-1.470555556
18751,21,Tau,5,35,27.1,24,2,22,5.38,-0.09,5.590861111,1,24.03944444
1876,37Phi1,Ori,5,34,49.2,9,29,22,4.41,-0.16,5.580333333,1,9.489444444
1877,,,5,32,51.3,-38,30,47,5.48,1.22,5.547583333,-1,-38.51305556
1878,,,5,35,55.5,27,39,44,6.27,1.54,5.59875,1,27.66222222
1879,39Lam,Ori,5,35,8.3,9,56,3,3.54,-0.18,5.585638889,1,9.934166667
1880,39Lam,Ori,5,35,8.5,9,56,6,5.61,0.04,5.585694444,1,9.935
1881,,,5,33,7.4,-35,8,23,5.78,1.07,5.552055556,-1,-35.13972222
1882,,,5,30,15.9,-63,55,40,6.19,0.22,5.504416667,-1,-63.92777778
1883,,,5,35,13.4,10,14,24,5.6,0.12,5.587055556,1,10.24
1884,,,5,36,52.4,40,10,56,6.09,1.03,5.614555556,1,40.18222222
1885,,,6,1,20.2,85,10,56,6.11,1.57,6.022277778,1,85.18222222
1886,,,5,35,0.9,-6,0,33,5.67,-0.23,5.583583333,-1,-6.009166667
1887,,,5,35,2.7,-6,0,7,4.78,-0.25,5.584083333,-1,-6.001944444
1888,,,5,33,52.1,-29,50,56,6.53,-0.02,5.564472222,-1,-29.84888889
1889,,,5,36,30.2,25,56,22,6.49,0.43,5.608388889,1,25.93944444
1890,,,5,35,21.8,-4,29,36,6.56,-0.13,5.589388889,-1,-4.493333333
1891,,,5,35,22.5,-4,25,31,6.24,-0.15,5.589583333,-1,-4.425277778
1892,42,Ori,5,35,23.2,-4,50,18,4.59,-0.19,5.589777778,-1,-4.838333333
1893,41The1,Ori,5,35,15.9,-5,23,14,6.73,0.02,5.58775,-1,-5.387222222
1894,41The1,Ori,5,35,16.1,-5,23,7,7.96,0.24,5.587805556,-1,-5.385277778
1895,41The1,Ori,5,35,16.5,-5,23,23,5.13,0.02,5.587916667,-1,-5.389722222
1896,41The1,Ori,5,35,17.3,-5,23,16,6.7,0.09,5.588138889,-1,-5.387777778
1897,43The2,Ori,5,35,22.9,-5,24,58,5.08,-0.09,5.589694444,-1,-5.416111111
1898,,,5,35,31.1,-4,21,53,6.38,-0.14,5.591972222,-1,-4.364722222
1899,44Iot,Ori,5,35,26,-5,54,36,2.77,-0.24,5.590555556,-1,-5.91
1900,,,5,35,35.8,-3,15,10,6.4,-0.12,5.593277778,-1,-3.252777778
1901,45,Ori,5,35,39.5,-4,51,21,5.26,0.24,5.594305556,-1,-4.855833333
1902,,,5,37,8.8,26,55,27,5.83,-0.07,5.619111111,1,26.92416667
1903,46Eps,Ori,5,36,12.8,-1,12,7,1.7,-0.19,5.603555556,-1,-1.201944444
1904,,,5,37,45.7,33,33,33,6.33,1.31,5.629361111,1,33.55916667
19051,22,Tau,5,37,3.8,17,2,25,5.54,0.22,5.617722222,1,17.04027778
1906,,,5,36,15,-5,38,53,6.54,-0.18,5.604166667,-1,-5.648055556
1907,40Phi2,Ori,5,36,54.3,9,17,26,4.09,0.95,5.615083333,1,9.290555556
1908,,,5,37,4.4,11,2,6,5.94,1.58,5.617888889,1,11.035
1909,,,5,35,15.4,-33,4,48,5.78,1.12,5.587611111,-1,-33.08
19101,23Zet,Tau,5,37,38.7,21,8,33,3,-0.19,5.627416667,1,21.1425
1911,,,5,36,35.7,-6,3,54,5.72,-0.22,5.609916667,-1,-6.065
1912,,,5,33,44.4,-54,54,8,6.43,0.55,5.562333333,-1,-54.90222222
1913,,,5,37,19.3,8,57,7,6.12,-0.17,5.622027778,1,8.951944444
1914,26,Aur,5,38,38.1,30,29,33,5.4,0.45,5.643916667,1,30.4925
1915,,,5,36,10.3,-28,42,28,6.26,0.13,5.602861111,-1,-28.70777778
1916,,,5,42,26.4,65,41,52,5.6,1.24,5.707333333,1,65.69777778
1917,,,5,32,59.6,-64,13,39,5.34,1.04,5.549888889,-1,-64.2275
1918,,,5,37,27.4,-5,56,18,6.05,-0.22,5.624277778,-1,-5.938333333
1919,,,5,37,8.8,-11,46,32,6.11,0.05,5.619111111,-1,-11.77555556
1920,,,5,38,1.1,7,32,29,5.88,-0.07,5.633638889,1,7.541388889
1921,,,5,38,57.4,26,37,4,6.37,,5.649277778,1,26.61777778
1922,Bet,Dor,5,33,37.5,-62,29,23,3.76,0.82,5.560416667,-1,-62.48972222
1923,,,5,37,53.4,-4,48,49,6.19,-0.04,5.6315,-1,-4.813611111
1924,,,5,39,18.4,29,12,55,5.96,0.16,5.655111111,1,29.21527778
1925,,,5,41,20.3,53,28,52,6.23,0.84,5.688972222,1,53.48111111
1926,Nu1,Col,5,37,16.5,-27,52,17,6.16,0.34,5.62125,-1,-27.87138889
1927,,,5,36,2.7,-47,18,50,6.11,1.16,5.60075,-1,-47.31388889
19281,25,Tau,5,39,44.2,25,53,49,5.18,-0.15,5.662277778,1,25.89694444
1929,,,5,39,27,21,45,46,6.34,0.06,5.6575,1,21.76277778
1930,,,5,35,2.4,-58,52,16,6.75,1.45,5.584,-1,-58.87111111
1931,48Sig,Ori,5,38,44.8,-2,36,0,3.81,-0.24,5.645777778,-1,-2.6
1932,,,5,38,47.1,-2,35,39,6.65,-0.19,5.646416667,-1,-2.594166667
1933,,,5,38,37.8,-6,34,26,5.96,-0.23,5.643833333,-1,-6.573888889
1934,47Ome,Ori,5,39,11.1,4,7,17,4.57,-0.11,5.653083333,1,4.121388889
1935,Nu2,Col,5,37,44.6,-28,41,22,5.31,0.46,5.629055556,-1,-28.68944444
1936,,,5,34,57.6,-61,10,33,6.32,0.85,5.582666667,-1,-61.17583333
1937,49,Ori,5,38,53.1,-7,12,47,4.8,0.13,5.648083333,-1,-7.213055556
1938,,,5,40,35.9,31,21,29,6.04,0.04,5.676638889,1,31.35805556
1939,,,5,40,42.1,31,55,15,6.11,2.12,5.678361111,1,31.92083333
1940,,,5,39,31.2,-3,33,53,6,0.27,5.658666667,-1,-3.564722222
1941,24,Cam,5,43,1.6,56,34,54,6.05,0.95,5.717111111,1,56.58166667
1942,,,5,39,30.8,-9,42,24,6.5,-0.1,5.658555556,-1,-9.706666667
1943,23,Cam,5,44,8.6,61,28,36,6.15,0.9,5.735722222,1,61.47666667
1944,,,5,39,16.3,-17,50,58,6.38,-0.12,5.654527778,-1,-17.84944444
1945,,,5,41,21,29,29,15,6.43,-0.11,5.689166667,1,29.4875
19461,26,Tau,5,41,17.7,16,32,2,4.86,-0.13,5.68825,1,16.53388889
1947,,,5,38,43.6,-40,42,27,5.82,-0.09,5.645444444,-1,-40.7075
